STUDENT IDENTIFIER,STDNT_AGE,STDNT_GENDER,STDNT_BACKGROUND,IN_STATE_FLAG,INTERNATIONAL_STS,STDNT_TEST_ENTRANCE_COMB,FIRST_TERM,SECOND_TERM,HOUSING_STS,RETURNED_2ND_YR,DISTANCE_FROM_HOME,HIGH_SCHL_GPA,HIGH_SCHL_NAME,FATHER_HI_EDU_DESC,MOTHER_HI_EDU_DESC,DEGREE_GROUP_DESC,FIRST_TERM_ATTEMPT_HRS,FIRST_TERM_EARNED_HRS,SECOND_TERM_ATTEMPT_HRS,SECOND_TERM_EARNED_HRS,GROSS_FIN_NEED,COST_OF_ATTEND,EST_FAM_CONTRIBUTION,UNMET_NEED,Fall_GPA,Spring_GPA,Passed_Count,Failed_Count,Incomplete_Count,First_Completion_Rate,Second_Completion_Rate,Total_Attempt_Hours,Total_Earned_Hours,Total_Completion_Rate,Need_Coverage_Ratio,Unmet_Need_Ratio,Net_Cost,Financial_Difficulty,Major_Category
7873050,18,F,BGD 1,Y,N,1340.0,Fall 2008,Spring 2009,Off Campus,1,69.0,3.8,SCHOOL 87,College/Beyond,College/Beyond,Bachelors,13,13,13.0,13.0,0,0,0,0.0,3.6666666666666665,3.6666666666666665,6,0,0,1.0,1.0,26.0,26.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
7801448,18,F,BGD 6,Y,N,1150.0,Fall 2010,Spring 2011,On Campus,1,150.0,3.71,SCHOOL 19,College/Beyond,High School,Bachelors,16,16,16.0,16.0,0,0,0,0.0,3.3333333333333335,3.3333333333333335,6,0,0,1.0,1.0,32.0,32.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
7987946,18,M,BGD 1,Y,N,1260.0,Fall 2006,Spring 2007,Off Campus,1,0.0,4.0,SCHOOL 1,College/Beyond,College/Beyond,Bachelors,16,16,13.0,13.0,0,0,0,0.0,3.3333333333333335,3.3333333333333335,6,0,0,1.0,1.0,29.0,29.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
7946822,18,F,BGD 1,Y,N,1150.0,Fall 2010,Spring 2011,Off Campus,1,69.0,4.0,SCHOOL 130,College/Beyond,College/Beyond,Bachelors,13,13,13.0,13.0,0,0,0,0.0,3.6666666666666665,3.6666666666666665,6,0,0,1.0,1.0,26.0,26.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
8003929,19,F,BGD 2,N,Y,1070.0,Fall 2006,Spring 2007,Off Campus,1,0.0,3.14,SCHOOL 16,No Information,No Information,Bachelors,13,13,18.0,14.0,0,240120,0,-66000.0,3.6666666666666665,3.3333333333333335,6,0,0,1.0,0.7777777777777778,31.0,27.0,0.8709677419354839,0.0,-0.2748625687156422,240120,-66000.0,Arts & Humanities
7831857,18,M,BGD 1,Y,N,1220.0,Fall 2009,Spring 2010,Off Campus,1,0.0,2.66,SCHOOL 2,College/Beyond,College/Beyond,Bachelors,16,16,16.0,16.0,0,955500,1273260,0.0,3.3333333333333335,3.3333333333333335,6,0,0,1.0,1.0,32.0,32.0,1.0,1.3325588697017268,0.0,-317760,0.0,Arts & Humanities
7798454,18,F,BGD 1,Y,N,1340.0,Fall 2006,Spring 2007,On Campus,1,150.0,3.57,SCHOOL 89,College/Beyond,College/Beyond,Bachelors,15,15,18.0,15.0,0,0,0,0.0,3.6666666666666665,3.3333333333333335,6,0,0,1.0,0.8333333333333334,33.0,30.0,0.9090909090909091,0.0,0.0,0,0.0,Arts & Humanities
7815922,18,M,BGD 1,N,N,1340.0,Fall 2005,Spring 2006,Off Campus,1,69.0,4.0,SCHOOL 7,College/Beyond,College/Beyond,Bachelors,16,16,14.0,10.0,0,0,0,0.0,3.6666666666666665,3.6666666666666665,6,0,0,1.0,0.7142857142857143,30.0,26.0,0.8666666666666667,0.0,0.0,0,0.0,Other
7756957,18,F,BGD 2,Y,N,1050.0,Fall 2007,Spring 2008,On Campus,0,69.0,3.46,SCHOOL 130,College/Beyond,High School,Bachelors,15,12,13.0,13.0,0,0,0,0.0,3.6666666666666665,3.6666666666666665,6,0,0,0.8,1.0,28.0,25.0,0.8928571428571429,0.0,0.0,0,0.0,Arts & Humanities
7971821,18,M,BGD 3,Y,N,640.0,Fall 2006,Spring 2007,Off Campus,1,150.0,2.6,SCHOOL 161,College/Beyond,College/Beyond,Bachelors,15,12,13.0,11.0,0,0,0,0.0,3.0,3.3333333333333335,6,0,0,0.8,0.8461538461538461,28.0,23.0,0.8214285714285714,0.0,0.0,0,0.0,Arts & Humanities
7876880,18,M,BGD 1,Y,N,950.0,Fall 2010,Spring 2011,On Campus,1,150.0,3.47,SCHOOL 91,High School,College/Beyond,Bachelors,13,13,12.0,10.0,0,0,0,0.0,3.0,3.3333333333333335,6,0,0,1.0,0.8333333333333334,25.0,23.0,0.92,0.0,0.0,0,0.0,Arts & Humanities
7931498,18,F,BGD 1,Y,N,990.0,Fall 2007,Spring 2008,Off Campus,1,235.0,2.97,SCHOOL 20,College/Beyond,College/Beyond,Bachelors,13,10,13.0,10.0,239760,902760,663000,4125.0,2.0,3.6666666666666665,5,1,0,0.7692307692307693,0.7692307692307693,26.0,20.0,0.7692307692307693,0.7344144623155656,0.004569320749700917,239760,243885.0,Arts & Humanities
8002027,18,F,BGD 1,Y,N,950.0,Fall 2009,Spring 2010,On Campus,1,69.0,3.77,SCHOOL 11,High School,College/Beyond,Bachelors,15,12,14.0,14.0,0,269100,0,-156000.0,2.3333333333333335,3.6666666666666665,5,1,0,0.8,1.0,29.0,26.0,0.896551724137931,0.0,-0.5797101449275363,269100,-156000.0,Other
7948959,18,F,BGD 3,Y,N,910.0,Fall 2008,Spring 2009,On Campus,1,0.0,3.21,SCHOOL 21,Other/Unknown,Other/Unknown,Bachelors,11,11,15.0,12.0,339840,339840,0,3300.0,3.0,3.6666666666666665,6,0,0,1.0,0.8,26.0,23.0,0.8846153846153846,0.0,0.00971045197740113,339840,343140.0,Social Sciences
7890626,18,F,BGD 1,Y,N,1110.0,Fall 2005,Spring 2006,Off Campus,1,90.0,3.88,SCHOOL 29,High School,High School,Bachelors,16,16,14.0,14.0,1102440,1151640,49200,610260.0,3.0,3.6666666666666665,6,0,0,1.0,1.0,30.0,30.0,1.0,0.042721683859539436,0.5299051787016776,1102440,1712700.0,STEM
7951502,18,M,BGD 1,Y,N,1190.0,Fall 2005,Spring 2006,On Campus,1,150.0,4.0,SCHOOL 23,College/Beyond,College/Beyond,Bachelors,14,14,16.0,13.0,0,0,0,0.0,3.0,3.3333333333333335,6,0,0,1.0,0.8125,30.0,27.0,0.9,0.0,0.0,0,0.0,Undeclared
7951122,18,F,BGD 1,Y,N,1110.0,Fall 2010,Spring 2011,On Campus,1,69.0,3.07,SCHOOL 151,High School,High School,Bachelors,14,14,12.0,12.0,0,0,0,0.0,3.0,4.0,6,0,0,1.0,1.0,26.0,26.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
7872147,18,F,BGD 1,N,N,1190.0,Fall 2005,Spring 2006,Off Campus,1,299.0,3.61,SCHOOL 147,High School,High School,Bachelors,16,16,13.0,13.0,1072200,1146420,74220,343920.0,3.3333333333333335,3.3333333333333335,6,0,0,1.0,1.0,29.0,29.0,1.0,0.06474067095828753,0.29999476631600985,1072200,1416120.0,Arts & Humanities
8023237,18,M,BGD 1,Y,N,950.0,Fall 2005,Spring 2006,Off Campus,1,90.0,3.62,SCHOOL 29,College/Beyond,College/Beyond,Bachelors,12,12,12.0,12.0,132780,1144200,1011420,-155400.0,3.0,3.3333333333333335,6,0,0,1.0,1.0,24.0,24.0,1.0,0.88395385422129,-0.13581541688515994,132780,-22620.0,STEM
7947336,18,M,BGD 1,Y,N,1070.0,Fall 2008,Spring 2009,Off Campus,1,215.0,3.22,SCHOOL 387,College/Beyond,Other/Unknown,Bachelors,14,10,12.0,12.0,0,0,0,0.0,3.0,3.3333333333333335,6,0,0,0.7142857142857143,1.0,26.0,22.0,0.8461538461538461,0.0,0.0,0,0.0,Arts & Humanities
7828600,18,M,BGD 1,Y,N,1070.0,Fall 2009,Spring 2010,Off Campus,1,69.0,3.0,SCHOOL 1,High School,High School,Bachelors,15,15,14.0,14.0,53340,1324500,1271160,-573900.0,3.0,3.3333333333333335,6,0,0,1.0,1.0,29.0,29.0,1.0,0.9597281993204984,-0.4332955832389581,53340,-520560.0,Arts & Humanities
7890946,18,F,BGD 1,Y,N,1260.0,Fall 2009,Spring 2010,On Campus,1,59.0,3.8,SCHOOL 317,College/Beyond,College/Beyond,Bachelors,15,15,17.0,17.0,0,0,0,0.0,3.3333333333333335,3.6666666666666665,6,0,0,1.0,1.0,32.0,32.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
7866348,18,F,BGD 1,Y,N,950.0,Fall 2008,Spring 2009,On Campus,1,181.0,3.07,SCHOOL 115,High School,Middle School/Junior High,Bachelors,13,13,18.0,11.0,0,0,0,0.0,2.6666666666666665,3.3333333333333335,6,0,0,1.0,0.6111111111111112,31.0,24.0,0.7741935483870968,0.0,0.0,0,0.0,STEM
7961190,18,F,BGD 1,Y,N,1110.0,Fall 2005,Spring 2006,Off Campus,1,138.0,3.71,SCHOOL 47,College/Beyond,High School,Bachelors,13,13,13.0,13.0,0,1146420,3291240,-300180.0,2.6666666666666665,3.3333333333333335,6,0,0,1.0,1.0,26.0,26.0,1.0,2.8708850159627364,-0.2618412100277385,-2144820,-300180.0,Arts & Humanities
7764563,18,M,BGD 2,Y,N,1070.0,Fall 2008,Spring 2009,Off Campus,1,138.0,3.84,SCHOOL 315,College/Beyond,College/Beyond,Bachelors,14,11,14.0,14.0,0,0,0,0.0,3.0,3.3333333333333335,6,0,0,0.7857142857142857,1.0,28.0,25.0,0.8928571428571429,0.0,0.0,0,0.0,Arts & Humanities
7926360,18,F,BGD 1,Y,N,1030.0,Fall 2010,Spring 2011,Off Campus,0,69.0,3.46,SCHOOL 11,College/Beyond,College/Beyond,Bachelors,12,12,12.0,12.0,0,150540,777660,-139140.0,3.0,3.3333333333333335,6,0,0,1.0,1.0,24.0,24.0,1.0,5.16580310880829,-0.9242726185731367,-627120,-139140.0,STEM
7832829,18,F,BGD 4,Y,N,1050.0,Fall 2008,Spring 2009,Off Campus,1,0.0,3.68,SCHOOL 230,High School,College/Beyond,Bachelors,15,12,12.0,12.0,1135560,1255740,120180,564120.0,3.0,3.0,6,0,0,0.8,1.0,27.0,24.0,0.8888888888888888,0.0957045248220173,0.4492331215060442,1135560,1699680.0,Arts & Humanities
7830101,18,F,BGD 1,Y,N,1070.0,Fall 2008,Spring 2009,Off Campus,1,69.0,3.75,SCHOOL 2,College/Beyond,College/Beyond,Bachelors,16,12,12.0,12.0,0,0,0,0.0,2.6666666666666665,3.6666666666666665,6,0,0,0.75,1.0,28.0,24.0,0.8571428571428571,0.0,0.0,0,0.0,Arts & Humanities
7935204,18,M,BGD 1,Y,N,1110.0,Fall 2008,Spring 2009,Off Campus,1,138.0,3.07,SCHOOL 300,High School,High School,Bachelors,16,13,15.0,14.0,0,0,0,0.0,3.0,3.6666666666666665,6,0,0,0.8125,0.9333333333333333,31.0,27.0,0.8709677419354839,0.0,0.0,0,0.0,Arts & Humanities
8003608,18,F,BGD 1,Y,N,1190.0,Fall 2007,Spring 2008,On Campus,1,69.0,3.63,SCHOOL 11,College/Beyond,College/Beyond,Bachelors,13,13,13.0,9.0,0,0,0,0.0,3.0,3.6666666666666665,6,0,0,1.0,0.6923076923076923,26.0,22.0,0.8461538461538461,0.0,0.0,0,0.0,Arts & Humanities
7767806,18,F,BGD 1,Y,N,1030.0,Fall 2008,Spring 2009,Off Campus,0,0.0,3.42,SCHOOL 22,Other/Unknown,College/Beyond,Bachelors,14,14,15.0,15.0,0,1355760,2890860,-347580.0,2.6666666666666665,3.6666666666666665,6,0,0,1.0,1.0,29.0,29.0,1.0,2.132280049566295,-0.256372809346787,-1535100,-347580.0,Arts & Humanities
7899008,18,M,BGD 1,Y,N,1030.0,Fall 2008,Spring 2009,On Campus,1,69.0,2.56,SCHOOL 44,College/Beyond,High School,Bachelors,14,10,13.0,12.0,0,1306020,1430160,0.0,2.3333333333333335,3.6666666666666665,5,1,0,0.7142857142857143,0.9230769230769231,27.0,22.0,0.8148148148148148,1.0950521431524785,0.0,-124140,0.0,Education
7928170,18,M,BGD 1,Y,N,1070.0,Fall 2005,Spring 2006,Off Campus,1,136.0,3.17,SCHOOL 59,College/Beyond,College/Beyond,Bachelors,13,13,14.0,14.0,0,0,0,0.0,2.0,3.6666666666666665,5,0,1,1.0,1.0,27.0,27.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
7757114,18,F,BGD 1,Y,N,1110.0,Fall 2006,Spring 2007,Off Campus,1,0.0,2.94,SCHOOL 1,College/Beyond,College/Beyond,Bachelors,12,10,16.0,9.0,0,0,0,0.0,2.0,3.3333333333333335,5,0,1,0.8333333333333334,0.5625,28.0,19.0,0.6785714285714286,0.0,0.0,0,0.0,Business
8034684,18,M,BGD 3,Y,N,990.0,Fall 2005,Spring 2006,Off Campus,1,0.0,4.0,SCHOOL 34,High School,High School,Bachelors,15,15,12.0,12.0,0,0,0,0.0,2.3333333333333335,3.3333333333333335,6,0,0,1.0,1.0,27.0,27.0,1.0,0.0,0.0,0,0.0,Social Sciences
7859829,18,F,BGD 1,N,N,830.0,Fall 2005,Spring 2006,On Campus,0,275.0,2.1,SCHOOL 103,High School,High School,Career Associate,12,12,14.0,14.0,0,1270680,1943160,-112200.0,2.3333333333333335,3.3333333333333335,6,0,0,1.0,1.0,26.0,26.0,1.0,1.5292284446123336,-0.08829917839267164,-672480,-112200.0,Social Sciences
7863996,18,M,BGD 6,Y,N,1030.0,Fall 2008,Spring 2009,Off Campus,1,150.0,2.79,SCHOOL 310,College/Beyond,College/Beyond,Bachelors,16,16,15.0,15.0,0,945840,1401420,0.0,2.0,3.6666666666666665,5,1,0,1.0,1.0,31.0,31.0,1.0,1.4816670895711748,0.0,-455580,0.0,Arts & Humanities
7831300,17,F,BGD 3,Y,N,590.0,Fall 2005,Spring 2006,Off Campus,1,69.0,2.75,SCHOOL 1,No Information,No Information,Bachelors,18,14,15.0,9.0,0,0,0,0.0,1.6666666666666667,3.6666666666666665,5,1,0,0.7777777777777778,0.6,33.0,23.0,0.696969696969697,0.0,0.0,0,0.0,STEM
7995297,18,M,BGD 3,Y,N,1070.0,Fall 2006,Spring 2007,On Campus,1,150.0,3.4,SCHOOL 241,High School,College/Beyond,Bachelors,13,12,13.0,9.0,0,0,0,0.0,1.3333333333333333,3.6666666666666665,4,2,0,0.9230769230769231,0.6923076923076923,26.0,21.0,0.8076923076923077,0.0,0.0,0,0.0,STEM
7772551,18,M,BGD 1,Y,N,950.0,Fall 2005,Spring 2006,On Campus,1,150.0,3.17,SCHOOL 120,No Information,No Information,Bachelors,14,11,12.0,12.0,0,0,0,0.0,1.6666666666666667,3.6666666666666665,4,2,0,0.7857142857142857,1.0,26.0,23.0,0.8846153846153846,0.0,0.0,0,0.0,Business
7802289,18,M,BGD 1,Y,N,830.0,Fall 2007,Spring 2008,Off Campus,1,90.0,2.65,SCHOOL 333,Other/Unknown,High School,Bachelors,15,12,14.0,10.0,0,0,0,0.0,1.0,3.6666666666666665,4,2,0,0.8,0.7142857142857143,29.0,22.0,0.7586206896551724,0.0,0.0,0,0.0,Arts & Humanities
7948897,18,M,BGD 1,Y,N,1220.0,Fall 2007,Spring 2008,Off Campus,1,69.0,3.53,SCHOOL 43,High School,High School,Bachelors,12,6,12.0,9.0,0,0,0,0.0,1.3333333333333333,3.3333333333333335,4,2,0,0.5,0.75,24.0,15.0,0.625,0.0,0.0,0,0.0,Undeclared
7873018,18,F,BGD 3,Y,N,950.0,Fall 2009,Spring 2010,On Campus,1,222.0,3.46,SCHOOL 430,High School,High School,Bachelors,14,11,13.0,13.0,0,0,302760,0.0,1.0,3.6666666666666665,4,2,0,0.7857142857142857,1.0,27.0,24.0,0.8888888888888888,inf,0.0,-302760,0.0,Arts & Humanities
7802984,18,F,BGD 1,Y,N,830.0,Fall 2009,Spring 2010,Off Campus,0,69.0,3.03,SCHOOL 3,Middle School/Junior High,College/Beyond,Bachelors,15,12,9.0,9.0,0,1418100,1604760,-417420.0,1.0,3.3333333333333335,4,2,0,0.8,1.0,24.0,21.0,0.875,1.1316268246244976,-0.2943515972075312,-186660,-417420.0,Business
7809276,18,F,BGD 3,Y,N,950.0,Fall 2006,Spring 2007,On Campus,1,0.0,2.87,SCHOOL 245,College/Beyond,College/Beyond,Bachelors,17,7,12.0,4.0,0,0,0,0.0,0.0,3.6666666666666665,3,3,0,0.4117647058823529,0.3333333333333333,29.0,11.0,0.3793103448275862,0.0,0.0,0,0.0,Undeclared
7916554,18,F,BGD 1,Y,N,870.0,Fall 2010,Spring 2011,On Campus,1,235.0,2.96,SCHOOL 20,High School,College/Beyond,Bachelors,15,9,16.0,15.0,0,0,0,0.0,0.3333333333333333,4.0,3,3,0,0.6,0.9375,31.0,24.0,0.7741935483870968,0.0,0.0,0,0.0,Arts & Humanities
7764416,18,M,BGD 1,Y,N,1300.0,Fall 2006,Spring 2007,Off Campus,1,150.0,4.0,SCHOOL 121,College/Beyond,College/Beyond,Bachelors,15,15,14.0,14.0,0,0,0,0.0,3.3333333333333335,3.6666666666666665,6,0,0,1.0,1.0,29.0,29.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
7931522,18,F,BGD 1,Y,N,1070.0,Fall 2006,Spring 2007,Off Campus,0,0.0,3.26,SCHOOL 98,College/Beyond,College/Beyond,Bachelors,13,13,16.0,16.0,0,0,0,0.0,3.3333333333333335,3.3333333333333335,6,0,0,1.0,1.0,29.0,29.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
7899500,17,F,BGD 2,N,N,1340.0,Fall 2008,Spring 2009,Off Campus,1,666.0,3.79,SCHOOL 83,No Information,No Information,Bachelors,14,14,16.0,16.0,0,0,0,0.0,3.3333333333333335,3.6666666666666665,6,0,0,1.0,1.0,30.0,30.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
7821642,18,F,BGD 1,Y,N,1220.0,Fall 2010,Spring 2011,Off Campus,1,0.0,3.93,SCHOOL 2,High School,Middle School/Junior High,Bachelors,12,12,12.0,12.0,0,0,0,0.0,3.3333333333333335,3.0,6,0,0,1.0,1.0,24.0,24.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
7828042,18,F,BGD 7,Y,N,1260.0,Fall 2009,Spring 2010,On Campus,1,150.0,3.34,SCHOOL 120,High School,Middle School/Junior High,Bachelors,15,15,15.0,9.0,1341360,1418100,76740,167760.0,3.3333333333333335,3.3333333333333335,6,0,0,1.0,0.6,30.0,24.0,0.8,0.05411466046118045,0.11829913264226782,1341360,1509120.0,Arts & Humanities
7889992,18,F,BGD 1,Y,N,1050.0,Fall 2007,Spring 2008,Off Campus,1,69.0,3.26,SCHOOL 98,College/Beyond,College/Beyond,Bachelors,15,15,12.0,12.0,0,0,0,0.0,3.6666666666666665,3.6666666666666665,6,0,0,1.0,1.0,27.0,27.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
7957657,18,F,BGD 2,N,Y,990.0,Fall 2006,Spring 2007,On Campus,0,69.0,3.0,SCHOOL 16,No Information,No Information,Bachelors,18,14,12.0,12.0,0,240120,0,-627240.0,3.3333333333333335,3.3333333333333335,6,0,0,0.7777777777777778,1.0,30.0,26.0,0.8666666666666667,0.0,-2.6121939030484755,240120,-627240.0,STEM
7779976,18,M,BGD 1,Y,N,1260.0,Fall 2007,Spring 2008,Off Campus,1,0.0,3.7,SCHOOL 139,College/Beyond,College/Beyond,Bachelors,13,13,12.0,11.0,1079820,1245480,165660,369660.0,2.6666666666666665,3.6666666666666665,6,0,0,1.0,0.9166666666666666,25.0,24.0,0.96,0.13300896040080934,0.2968012332594662,1079820,1449480.0,Arts & Humanities
7789191,18,F,BGD 1,Y,N,1070.0,Fall 2009,Spring 2010,Off Campus,1,0.0,3.19,SCHOOL 11,High School,College/Beyond,Bachelors,12,12,12.0,12.0,1344420,1417380,72960,555840.0,3.0,3.3333333333333335,6,0,0,1.0,1.0,24.0,24.0,1.0,0.05147525716462769,0.39216018287262416,1344420,1900260.0,Arts & Humanities
7802582,18,M,BGD 1,Y,N,1220.0,Fall 2006,Spring 2007,Off Campus,0,90.0,3.53,SCHOOL 22,College/Beyond,College/Beyond,Bachelors,13,7,9.0,9.0,0,0,0,0.0,2.3333333333333335,3.6666666666666665,5,1,0,0.5384615384615384,1.0,22.0,16.0,0.7272727272727273,0.0,0.0,0,0.0,Undeclared
7845635,18,F,BGD 1,Y,N,1340.0,Fall 2006,Spring 2007,Off Campus,1,69.0,3.26,SCHOOL 130,No Information,No Information,Bachelors,17,17,13.0,13.0,0,0,0,0.0,4.0,3.0,6,0,0,1.0,1.0,30.0,30.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
7935140,18,F,BGD 1,Y,N,1110.0,Fall 2007,Spring 2008,Off Campus,1,0.0,3.33,SCHOOL 130,High School,College/Beyond,Bachelors,14,14,14.0,10.0,0,326880,0,-476880.0,4.0,3.0,6,0,0,1.0,0.7142857142857143,28.0,24.0,0.8571428571428571,0.0,-1.4588839941262848,326880,-476880.0,Education
7822756,18,M,BGD 1,Y,N,590.0,Fall 2005,Spring 2006,Off Campus,1,69.0,4.0,SCHOOL 1,College/Beyond,College/Beyond,Bachelors,13,13,14.0,14.0,572340,1151640,579300,134160.0,4.0,3.3333333333333335,6,0,0,1.0,1.0,27.0,27.0,1.0,0.5030217776388455,0.11649473793893925,572340,706500.0,Business
7917816,19,M,BGD 1,Y,N,1030.0,Fall 2007,Spring 2008,On Campus,1,137.0,3.44,SCHOOL 341,College/Beyond,College/Beyond,Bachelors,15,15,15.0,15.0,485040,1245480,760440,158160.0,4.0,3.3333333333333335,6,0,0,1.0,1.0,30.0,30.0,1.0,0.6105597841795934,0.1269871856633587,485040,643200.0,Business
7982927,18,M,BGD 1,Y,N,1110.0,Fall 2010,Spring 2011,On Campus,1,91.0,3.14,SCHOOL 303,College/Beyond,College/Beyond,Bachelors,15,15,13.0,13.0,0,0,0,0.0,3.6666666666666665,3.0,6,0,0,1.0,1.0,28.0,28.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
7821222,18,F,BGD 1,Y,N,1110.0,Fall 2007,Spring 2008,Off Campus,1,69.0,3.1,SCHOOL 1,College/Beyond,College/Beyond,Bachelors,12,9,12.0,9.0,0,0,0,0.0,4.0,3.0,6,0,0,0.75,0.75,24.0,18.0,0.75,0.0,0.0,0,0.0,Education
7924652,17,F,BGD 1,N,N,1190.0,Fall 2005,Spring 2006,Off Campus,0,0.0,3.97,SCHOOL 187,College/Beyond,College/Beyond,Bachelors,13,13,12.0,12.0,331200,830100,498900,241200.0,3.6666666666666665,3.3333333333333335,6,0,0,1.0,1.0,25.0,25.0,1.0,0.601011926273943,0.2905674015178894,331200,572400.0,Arts & Humanities
7863431,18,M,BGD 1,Y,N,1070.0,Fall 2006,Spring 2007,Off Campus,1,69.0,3.23,SCHOOL 10,No Information,No Information,Bachelors,14,10,14.0,14.0,0,299160,0,-299160.0,3.6666666666666665,3.0,6,0,0,0.7142857142857143,1.0,28.0,24.0,0.8571428571428571,0.0,-1.0,299160,-299160.0,STEM
7954056,19,F,BGD 1,Y,N,950.0,Fall 2009,Spring 2010,On Campus,1,150.0,2.85,SCHOOL 95,College/Beyond,College/Beyond,Bachelors,13,13,14.0,10.0,0,1025700,1176600,0.0,3.6666666666666665,3.3333333333333335,6,0,0,1.0,0.7142857142857143,27.0,23.0,0.8518518518518519,1.1471190406551623,0.0,-150900,0.0,Arts & Humanities
7952969,18,M,BGD 3,N,N,1220.0,Fall 2009,Spring 2010,On Campus,1,609.0,3.46,SCHOOL 433,High School,College/Beyond,Bachelors,12,12,13.0,13.0,1317900,1410180,92280,459900.0,3.6666666666666665,3.3333333333333335,6,0,0,1.0,1.0,25.0,25.0,1.0,0.06543845466536187,0.32612857933029826,1317900,1777800.0,Arts & Humanities
7918439,18,F,BGD 4,Y,N,950.0,Fall 2009,Spring 2010,On Campus,1,222.0,3.42,SCHOOL 88,College/Beyond,College/Beyond,Bachelors,16,16,14.0,14.0,1418100,1418100,0,259380.0,3.6666666666666665,3.3333333333333335,6,0,0,1.0,1.0,30.0,30.0,1.0,0.0,0.1829067061561244,1418100,1677480.0,Arts & Humanities
7835479,18,F,BGD 1,Y,N,1190.0,Fall 2010,Spring 2011,On Campus,1,69.0,3.73,SCHOOL 11,College/Beyond,College/Beyond,Bachelors,15,15,15.0,15.0,0,0,0,0.0,3.3333333333333335,2.6666666666666665,6,0,0,1.0,1.0,30.0,30.0,1.0,0.0,0.0,0,0.0,Arts & Humanities
7874923,18,F,BGD 1,Y,N,1070.0,Fall 2005,Spring 2006,Off Campus,1,69.0,3.59,SCHOOL 5,College/Beyond,College/Beyond,Bachelors,12,12,12.0,12.0,744420,1151640,407220,456240.0,3.6666666666666665,3.3333333333333335,6,0,0,1.0,1.0,24.0,24.0,1.0,0.35360008335938314,0.396165468375534,744420,1200660.0,Business
7942760,18,M,BGD 1,Y,N,1110.0,Fall 2008,Spring 2009,Off Campus,1,150.0,3.2,SCHOOL 230,College/Beyond,College/Beyond,Bachelors,14,13,14.0,14.0,0,0,0,0.0,3.6666666666666665,3.0,6,0,0,0.9285714285714286,1.0,28.0,27.0,0.9642857142857143,0.0,0.0,0,0.0,Arts & Humanities
7954426,18,M,BGD 1,Y,N,1460.0,Fall 2010,Spring 2011,On Campus,1,150.0,3.1,SCHOOL 54,Other/Unknown,High School,Bachelors,13,13,13.0,11.0,0,0,0,0.0,3.0,3.0,6,0,0,1.0,0.8461538461538461,26.0,24.0,0.9230769230769231,0.0,0.0,0,0.0,Arts & Humanities
7960778,18,F,BGD 1,Y,N,1380.0,Fall 2007,Spring 2008,On Campus,1,150.0,3.03,SCHOOL 175,High School,College/Beyond,Bachelors,13,7,15.0,15.0,0,0,0,0.0,2.0,3.3333333333333335,5,0,1,0.5384615384615384,1.0,28.0,22.0,0.7857142857142857,0.0,0.0,0,0.0,Arts & Humanities
7987889,18,F,BGD 4,Y,N,990.0,Fall 2007,Spring 2008,On Campus,1,137.0,3.23,SCHOOL 186,College/Beyond,High School,Bachelors,19,19,14.0,14.0,754260,1245480,491220,74340.0,3.3333333333333335,2.3333333333333335,6,0,0,1.0,1.0,33.0,33.0,1.0,0.3944021582040659,0.05968783119761056,754260,828600.0,Arts & Humanities
7833960,18,F,BGD 1,Y,N,990.0,Fall 2008,Spring 2009,Off Campus,1,150.0,3.33,SCHOOL 152,No Information,No Information,Bachelors,14,10,15.0,15.0,0,0,0,0.0,3.0,2.6666666666666665,6,0,0,0.7142857142857143,1.0,29.0,25.0,0.8620689655172413,0.0,0.0,0,0.0,Arts & Humanities
7763511,18,M,BGD 1,Y,N,950.0,Fall 2006,Spring 2007,On Campus,1,138.0,3.86,SCHOOL 42,High School,College/Beyond,Bachelors,13,13,12.0,12.0,0,0,0,0.0,3.0,3.3333333333333335,6,0,0,1.0,1.0,25.0,25.0,1.0,0.0,0.0,0,0.0,STEM
7853214,17,F,BGD 2,Y,N,870.0,Fall 2006,Spring 2007,On Campus,1,69.0,2.69,SCHOOL 53,College/Beyond,College/Beyond,Bachelors,15,14,17.0,16.0,1062480,1176420,113940,416760.0,3.0,3.3333333333333335,6,0,0,0.9333333333333333,0.9411764705882353,32.0,30.0,0.9375,0.0968531646860815,0.354261233233029,1062480,1479240.0,Social Sciences
